index,gender,occupation,educational_qualification,income,installment,arrears,deposit,shopping_frequency,average_cost,ages,number_of_browsing,number_of_raise,passive_income
8955,0,1,4,189168,18,0,194406,4,31069,28,4,0,1605
8956,0,1,2,32816,0,0,30000,5,3000,20,3,1,131
8957,1,0,3,56788,24,0,78373,6,25624,37,1,0,13807
8958,1,1,4,69409,3,0,72945,7,20816,26,3,0,3501
8959,0,1,4,104876,3,0,30000,6,3000,40,5,1,6368
8960,0,0,4,28000,3,0,168886,0,48669,32,3,0,19208
8961,0,1,2,100254,3,0,30000,0,60253,39,2,0,2878
8962,1,1,5,72593,6,0,30000,0,3000,25,10,0,10848
8963,0,1,1,116400,36,0,42451,2,11017,37,7,1,2405
8964,0,1,3,28000,3,0,70671,10,13264,26,1,1,3250
8965,1,1,5,28000,24,0,30000,2,3000,35,2,0,39424
8966,0,0,3,110117,9,0,30000,0,69319,24,8,3,19910
8967,1,1,4,51760,24,0,57250,0,58701,33,6,1,5440
8968,0,0,3,65270,9,0,175391,0,3000,33,3,0,724
8969,1,1,4,40544,18,0,92215,8,22169,27,2,0,8973
8970,0,1,3,82568,24,0,64198,9,57634,29,5,0,21715
8971,1,0,4,85850,0,0,192263,2,3000,38,2,0,2755
8972,0,1,4,33534,6,1,74544,0,3000,33,1,1,27733
8973,1,0,5,90004,9,1,274458,2,97839,28,10,0,4648
8974,1,1,4,74111,12,0,76039,10,21152,27,3,1,1634
8975,0,1,4,107896,6,0,30000,2,23648,31,6,0,8435
8976,0,1,3,28000,9,0,30000,10,3000,35,2,1,5980
8977,1,1,1,129321,0,0,38215,10,3000,37,9,0,1512
8978,0,0,4,39559,3,0,134183,5,12939,39,7,1,4523
8979,1,1,4,41365,24,0,43623,6,55729,33,6,0,40000
8980,0,1,3,126282,0,0,61506,0,45252,40,7,0,4108
8981,1,1,4,35919,24,0,30000,4,3000,31,5,0,5168
8982,0,1,4,28000,48,0,99288,6,33799,36,4,1,858
8983,1,0,4,51670,0,0,123718,0,3000,36,2,2,13783
8984,1,1,4,51488,9,0,30000,3,32037,31,2,1,33529
8985,0,1,3,28000,0,0,164101,0,24510,23,1,0,11326
8986,0,1,4,28000,36,0,30000,0,35133,35,4,0,11470
8987,1,1,4,76492,24,0,100850,7,3000,31,3,1,13310
8988,0,1,5,114223,9,0,64037,0,70627,35,2,3,2423
8989,0,1,4,28000,0,0,30000,0,3000,36,10,0,10687
8990,0,1,2,96425,9,0,30000,0,38176,30,5,0,30685
8991,1,1,3,28000,0,0,243132,3,63581,36,6,0,1529
8992,0,0,2,59964,0,0,30000,6,43924,21,2,1,23142
8993,1,1,4,77223,0,0,161039,5,34184,37,5,1,6504
8994,1,1,2,28000,18,1,30000,8,3000,39,6,1,1621
8995,1,0,4,89743,6,0,81373,8,7895,38,10,1,11017
8996,1,0,3,66239,48,0,86400,6,3000,20,10,1,6544
8997,1,1,3,28000,9,1,183865,0,48342,22,10,1,7758
8998,1,1,4,28000,0,0,30000,5,6126,32,10,0,18492
8999,0,1,3,28000,0,0,30000,3,47603,21,3,2,12662
9000,1,1,1,28000,24,0,30000,3,28401,31,3,0,28369
9001,1,1,3,144763,24,0,147180,8,3000,25,1,2,2823
9002,1,1,5,39089,12,0,30000,10,34566,44,3,0,2987
9003,0,1,5,30231,3,0,30000,6,38946,23,7,0,2716
9004,0,1,4,28000,3,1,117492,3,35486,20,5,0,5539
9005,0,0,1,40706,36,0,78663,1,67108,31,1,0,24955
9006,1,1,4,80363,0,2,159757,0,32822,21,5,0,1928
9007,0,1,4,80370,0,0,36600,0,73874,44,8,0,7352
9008,0,1,4,92061,9,1,30000,10,6551,39,3,1,5966
9009,0,0,4,72907,9,0,110707,6,19590,45,5,0,899
9010,0,1,4,28000,0,0,52434,10,3000,35,8,0,5988
9011,0,1,4,72375,0,0,209264,1,73674,37,1,1,6399
9012,1,1,2,66045,9,0,136042,4,49257,23,8,2,3845
9013,0,0,4,77963,3,0,30000,4,32250,34,2,0,25742
9014,1,0,5,41877,9,0,30000,0,18945,35,3,2,568
9015,1,0,3,28000,12,0,30000,7,5834,37,2,0,6433
9016,1,1,4,28000,3,1,30000,0,30522,30,2,0,516
9017,0,1,3,28000,6,0,30000,10,3000,32,5,2,2350
9018,1,1,4,47526,0,0,30000,7,61808,38,10,0,5691
9019,1,0,4,28000,48,0,101637,0,52549,28,9,0,7919
9020,1,1,5,53883,0,0,30000,4,67893,36,2,3,5007
9021,1,1,4,28000,12,0,30000,0,36781,32,9,2,7072
9022,1,1,4,42963,0,0,276977,3,3000,26,5,0,14528
9023,1,1,2,92392,9,0,111601,10,61463,28,2,0,21449
9024,0,1,4,58648,12,0,50719,3,3000,37,1,0,12090
9025,1,1,5,28000,24,0,113980,1,4704,36,6,0,11750
9026,0,1,4,28000,18,0,61550,4,20570,31,9,1,20425
9027,0,1,5,131543,48,0,56980,9,35575,25,6,0,3208
9028,1,0,2,112617,48,0,90463,5,25862,37,9,0,12349
9029,0,1,5,126030,3,0,30000,5,27428,31,7,0,3022
9030,1,1,4,45537,12,0,32413,0,29808,23,6,0,686
9031,0,0,3,41525,6,0,195875,2,54347,36,10,0,13914
9032,1,1,5,28000,48,0,177516,9,34566,24,9,1,2136
9033,1,1,3,28000,3,0,52925,4,3000,35,7,2,18156
9034,1,1,4,55933,18,1,35667,3,16324,33,10,0,5478
9035,0,1,2,59894,3,0,52342,4,39452,30,4,0,2263
9036,1,1,1,57351,6,0,30000,3,6866,37,8,0,675
9037,1,0,4,44368,0,0,30000,7,3000,27,8,1,2582
9038,0,1,4,97076,3,0,65506,7,62196,28,1,0,2145
9039,1,0,4,28000,48,0,30000,7,3000,39,3,0,10432
9040,1,1,3,66144,0,0,126949,2,60986,30,4,2,5775
9041,0,1,3,28000,3,0,122774,3,24401,34,4,1,292
9042,0,1,3,28000,3,0,58997,9,67199,27,2,0,1705
9043,1,0,4,186925,18,0,30000,5,19709,35,2,0,2739
9044,1,1,1,28000,18,0,115749,9,16014,37,9,1,9613
9045,0,1,3,95676,0,0,175597,0,22650,32,9,2,3780
9046,0,1,3,28000,0,0,171220,10,53939,29,6,0,40000
9047,1,1,4,28000,0,0,30000,6,6051,37,7,0,38497
9048,0,0,3,121005,24,1,140672,9,26144,34,2,2,9284
9049,0,0,4,47031,12,0,44113,4,38607,40,2,1,6396
9050,0,1,3,76900,6,0,71612,6,37296,21,3,0,3143
9051,1,1,3,102512,48,0,140334,6,47091,27,10,0,17280
9052,0,1,2,102148,24,0,30000,2,23350,38,5,0,19503
9053,0,0,4,106331,0,0,50068,3,71112,32,1,1,507
9054,1,1,3,84628,0,1,96907,8,3000,21,1,1,7371
9055,0,1,4,28000,36,0,30000,0,13347,26,4,2,1421
9056,1,1,5,28000,3,0,119798,5,20219,30,3,0,4421
9057,1,0,4,172630,0,1,151217,6,52666,28,3,1,15477
9058,0,0,4,28000,9,0,70086,4,23197,36,3,1,416
9059,1,0,4,64675,24,1,237234,4,46319,36,5,1,13007
9060,1,1,4,79754,12,0,30366,8,10845,34,2,1,1713
9061,0,1,3,28000,48,0,30000,7,46448,23,2,3,3157
9062,0,1,4,57421,9,1,197686,5,3000,35,1,1,4583
9063,0,1,4,78936,6,0,94144,2,8711,34,9,1,853
9064,0,1,4,36810,36,0,74195,7,9071,35,10,2,13804
9065,1,1,1,90478,24,0,194735,2,17479,42,2,0,1797
9066,1,0,4,116272,18,0,98448,7,3000,38,2,1,6493
9067,1,1,4,56074,3,1,141365,7,14049,35,2,0,1328
9068,0,0,4,32738,3,2,30000,2,3000,31,6,0,40000
9069,1,1,4,102645,48,0,99774,0,3000,33,1,0,1871
9070,1,1,4,83615,12,0,129535,4,46471,34,7,0,26918
9071,1,0,5,28000,36,0,100429,0,45481,32,9,1,7229
9072,0,0,2,92473,6,0,39064,6,21472,28,9,0,1756
9073,1,1,1,37730,48,2,47183,5,40068,28,2,1,11332
9074,1,1,4,28000,9,0,51764,7,44971,26,1,0,12584
9075,0,0,2,28000,18,0,206850,6,29606,39,1,0,11639
9076,1,0,3,52306,3,0,61343,2,39633,32,9,4,12044
9077,1,1,4,28000,3,2,30000,10,3501,27,3,0,5400
9078,0,1,3,56211,24,1,158175,5,73499,22,2,1,725
9079,0,1,2,41290,24,0,81463,4,50836,28,6,2,3926
9080,1,1,4,94471,0,1,39976,1,35308,32,8,0,1394
9081,0,1,4,66421,3,0,111429,4,16807,35,5,0,9493
9082,1,1,2,85974,9,0,33589,3,41854,21,4,0,3261
9083,1,0,5,125739,0,0,36898,1,3000,33,5,1,2696
9084,1,1,5,49905,0,0,128798,2,3000,35,1,1,13934
9085,1,1,3,117269,0,0,30000,7,24050,21,2,3,6018
9086,1,0,3,28000,12,0,30000,5,38351,42,2,0,8223
9087,1,1,1,28000,12,0,280370,3,22393,36,5,0,15084
9088,0,1,1,78149,48,0,92233,6,52232,25,5,1,7569
9089,0,1,3,187642,18,0,30000,4,24473,29,2,0,8744
9090,1,1,3,112821,9,0,30000,10,3000,21,5,2,10810
9091,0,1,3,74173,48,0,30000,5,37809,38,3,1,3583
9092,0,1,4,78327,0,0,30000,4,45695,30,6,1,273
9093,1,1,3,28000,9,0,50421,6,76986,31,5,0,622
9094,0,0,5,76624,6,2,174371,10,24251,34,6,1,9572
9095,1,1,1,28000,36,0,172534,10,57977,29,1,0,19619
9096,0,1,4,57922,48,0,49554,5,76302,32,10,2,3412
9097,0,1,5,35837,12,0,89919,0,30027,28,2,0,10642
9098,1,1,1,28000,3,0,30000,2,7727,39,10,0,75
9099,0,1,3,108300,0,0,98904,4,28803,32,8,2,4104
9100,0,1,4,28000,3,0,88468,10,11619,32,2,1,18122
9101,1,1,4,61402,48,2,112686,9,47378,25,3,0,10769
9102,1,1,2,28000,9,0,77122,8,21784,34,2,1,9492
9103,1,0,4,28000,3,0,30000,1,46138,21,9,1,1665
9104,1,1,3,95170,0,0,68307,7,44968,34,6,0,8764
9105,1,1,4,28000,3,0,30000,10,26663,23,1,0,13630
9106,1,1,3,28000,0,1,112077,10,36830,33,5,1,5145
9107,1,1,4,39249,3,0,104664,0,43798,24,3,0,22344
9108,0,1,4,28000,18,0,30000,3,24993,23,1,1,1421
9109,1,1,2,109453,9,0,30000,4,3000,26,4,3,10921
9110,1,1,4,28000,9,0,30000,1,3628,26,9,1,1270
9111,1,1,4,73036,9,0,84702,4,3644,26,6,0,2660
9112,0,1,4,46604,3,0,263943,0,18409,36,5,0,4260
9113,1,1,4,52762,0,0,165236,5,21901,29,9,0,2319
9114,1,1,3,103817,24,0,125129,2,33856,38,9,0,40000
9115,0,1,4,28000,3,1,30000,6,18954,24,6,0,15481
9116,0,1,4,132908,3,0,30000,7,12681,22,1,1,16816
9117,0,0,1,69599,0,0,151788,7,3000,34,5,2,3842
9118,1,1,1,34354,9,1,132938,4,10938,35,3,1,7133
9119,1,1,3,71900,36,0,79642,0,11638,31,6,1,14397
9120,0,1,1,52083,36,0,30000,10,51343,27,2,1,7335
9121,0,0,3,164866,3,0,138382,0,6890,32,1,2,983
9122,1,0,4,48779,0,1,92859,4,3000,29,5,2,3869
9123,1,1,5,60225,6,0,114211,0,25992,36,6,0,3191
9124,1,0,4,62157,9,1,30000,0,51605,27,2,0,4827
9125,1,1,1,104712,0,0,30000,10,15843,29,5,2,17776
9126,1,1,3,98720,36,1,122991,5,15971,26,3,0,3706
9127,0,1,3,28000,0,2,62335,8,8255,27,6,2,11801
9128,0,1,4,113873,3,0,65508,6,3000,24,2,0,104
9129,1,1,4,28000,9,0,127994,8,3000,22,2,0,2951
9130,1,1,3,111956,6,0,195128,10,30843,35,8,3,141
9131,1,1,5,28000,3,0,75825,3,18481,36,2,0,4310
9132,1,0,4,51178,0,0,81187,0,34971,33,10,0,11579
9133,1,1,4,28000,48,0,126440,7,67799,32,9,0,13208
9134,1,1,4,55935,0,0,30000,10,52580,30,2,2,2132
9135,1,1,2,28000,9,1,32724,0,24430,22,4,1,2087
9136,1,1,4,37106,36,1,30000,6,47599,26,6,1,4133
9137,1,1,2,98019,36,0,54351,8,55431,37,6,0,2667
9138,1,1,4,54890,36,1,30000,9,3000,24,4,1,2259
9139,1,1,5,28000,3,0,192799,7,33016,34,2,2,8389
9140,0,1,4,28997,48,0,42993,3,46131,37,2,0,3190
9141,1,1,4,28000,3,1,141791,8,98613,38,9,0,7508
9142,0,0,2,85453,0,0,77334,0,32183,25,3,0,4314
9143,0,1,4,28000,0,0,94824,2,5560,24,3,1,78
9144,1,1,2,28000,3,1,30000,8,69624,21,2,0,2326
9145,0,0,4,36762,6,0,30000,0,25754,39,5,1,1205
9146,0,1,3,155304,0,0,158565,5,40475,42,1,0,4339
9147,0,1,4,28000,36,0,174136,9,42322,39,6,1,16520
9148,1,1,3,87327,6,0,104101,10,12203,28,4,1,3267
9149,1,0,3,28000,0,0,170234,9,7658,33,7,1,2243
9150,0,1,4,28000,3,2,30000,2,16979,27,4,0,12381
9151,0,1,4,78205,3,0,51421,5,3000,33,1,0,4137
9152,1,1,5,28000,3,0,60302,3,53284,22,5,2,11449
9153,1,1,4,61356,24,0,117563,7,64148,42,2,0,288
9154,1,0,3,28000,0,0,93242,1,29803,37,8,0,2450
9155,1,1,4,28000,0,0,30000,0,3000,38,7,0,7621
9156,0,0,3,36013,24,0,93440,0,3000,22,7,1,4973
9157,1,1,4,69713,12,0,95613,0,28303,31,2,3,31137
9158,1,1,2,28000,12,0,30000,7,100000,33,1,1,22796
9159,1,1,4,36189,3,0,157875,10,59406,43,2,2,1418
9160,1,1,2,117736,0,0,121722,1,100000,31,2,2,9963
9161,0,1,4,35313,3,0,110948,7,3000,38,2,0,5254
9162,0,1,2,67308,3,0,60106,4,3000,23,4,0,10331
9163,1,1,5,55324,0,2,38892,4,45058,41,7,1,1712
9164,1,1,3,28000,3,0,30000,5,3000,40,5,0,3548
9165,0,1,4,28000,0,0,30000,6,70350,32,3,2,5272
9166,1,0,3,28000,0,0,77176,8,16134,38,2,0,548
9167,1,0,4,28000,3,1,30000,4,19514,34,7,0,21846
9168,0,0,4,129615,0,0,30000,3,12258,35,6,1,5841
9169,1,1,4,121121,48,2,30000,5,3000,34,9,2,2696
9170,0,0,4,50158,0,0,74140,3,48267,35,6,1,6199
9171,1,1,5,84347,48,0,143210,8,3000,33,4,0,7725
9172,1,0,5,85263,0,1,102710,9,60260,34,6,0,1927
9173,0,1,3,77771,9,0,41911,6,19988,41,8,0,13083
9174,1,1,4,28000,24,0,95605,5,50209,34,10,4,8040
9175,1,1,4,97521,48,0,30000,2,38957,31,10,1,1947
9176,0,1,5,77481,6,0,189544,1,11728,28,5,3,4036
9177,1,1,4,85541,24,0,144456,2,25580,33,1,1,1884
9178,1,1,3,68553,9,0,30000,2,3000,36,9,0,35
9179,1,1,4,63035,0,0,30000,5,93826,36,1,0,614
9180,0,0,3,28000,18,0,68430,9,51744,25,6,2,1817
9181,0,1,4,35477,3,0,121849,8,51218,37,8,0,3258
9182,0,1,4,71448,0,0,154954,5,3000,26,1,0,3001
9183,0,1,4,28000,3,0,30000,0,53167,37,9,1,17521
9184,0,1,3,28000,48,0,77928,3,24021,26,8,1,14041
9185,1,1,3,28000,24,0,52694,9,3000,30,1,0,2652
9186,1,1,4,90485,0,1,144352,9,34895,42,7,0,9918
9187,1,1,5,106767,36,1,132068,10,52730,36,9,0,1636
9188,1,0,2,60975,0,1,34571,3,16157,33,6,1,146
9189,1,0,4,28000,3,0,98089,4,40651,36,6,1,9443
9190,0,1,4,32936,3,0,111354,0,53603,37,2,0,11473
9191,1,1,4,28000,24,0,215228,6,45354,24,10,0,21014
9192,0,1,4,33953,0,0,30000,6,16450,37,6,1,12681
9193,0,1,3,63076,24,0,231113,1,77540,27,2,1,5984
9194,1,0,4,35292,9,1,63005,10,67005,20,4,1,3582
9195,0,1,2,28000,9,0,68329,0,26729,22,10,0,1319
9196,0,0,3,38885,0,2,116589,6,3000,26,8,0,17035
9197,1,0,4,28000,9,0,30000,10,3000,40,2,1,840
9198,0,1,1,73821,3,1,34580,8,3000,21,10,0,3425
9199,1,1,4,79396,24,1,51016,6,79480,38,8,1,3201
9200,1,1,4,60102,0,0,75637,2,72965,26,10,1,1887
9201,0,1,2,142324,24,0,30000,6,31613,24,4,0,13250
9202,1,0,4,84076,18,0,140571,5,64552,22,5,0,4967
9203,0,1,2,131868,24,0,210985,5,7715,37,2,1,18871
9204,1,1,4,147131,0,0,136713,7,75259,21,9,0,4277
9205,1,0,4,28000,0,0,30000,0,13868,30,8,1,3846
9206,1,1,3,28000,24,0,30000,7,16618,32,8,1,785
9207,1,1,3,35055,6,0,243607,10,37495,36,8,1,11647
9208,1,1,3,114579,0,0,78469,5,3000,32,5,1,17597
9209,1,0,5,28000,6,0,238062,0,25972,33,2,0,5095
9210,1,1,3,74915,0,0,30000,10,38809,32,1,2,205
9211,0,1,1,28000,9,0,156001,0,52554,30,7,0,19760
9212,1,1,4,28000,18,1,84650,2,34914,31,5,1,21266
9213,0,1,3,58904,9,0,30000,0,38288,43,7,1,3743
9214,1,0,4,28000,0,0,107813,9,33879,20,2,0,9999
9215,0,0,4,42934,9,0,30000,0,3000,30,3,0,6262
9216,1,0,4,39650,0,1,152528,8,23569,44,3,0,12354
9217,1,1,3,153898,18,1,206743,8,3000,34,6,1,5388
9218,0,1,1,60022,0,0,141062,7,3000,34,8,1,5337
9219,0,0,1,44539,0,0,30000,3,3000,24,10,0,4652
9220,1,1,4,78338,3,0,30000,8,13687,40,8,0,5248
9221,1,0,4,28000,3,0,66601,0,19836,36,8,1,12459
9222,0,1,3,28000,36,0,30000,3,26045,26,6,1,40000
9223,0,0,3,42363,24,0,34565,0,3000,26,2,1,1504
9224,0,1,3,28000,9,0,143597,1,22383,39,2,1,7609
9225,1,1,4,41420,0,0,122966,10,54613,40,10,0,1223
9226,1,1,4,31566,0,0,97800,2,3000,28,8,1,2888
9227,1,1,4,62887,36,0,30000,5,36578,30,6,2,2236
9228,0,1,3,58747,0,0,120900,2,8427,32,4,0,6390
9229,0,0,4,85063,6,0,33070,0,4562,25,4,1,1428
9230,0,1,5,119472,3,0,109478,2,61913,28,9,0,4186
9231,1,1,4,39488,0,0,111653,0,6610,24,2,0,18349
9232,1,0,5,28000,9,0,87449,0,15533,31,1,3,7199
9233,0,0,2,109168,24,1,259211,3,27146,27,2,0,3183
9234,1,1,5,28000,3,1,30000,1,35413,31,2,0,3562
9235,0,1,4,56163,24,0,300000,10,33088,37,6,2,751
9236,0,0,3,95543,3,0,80887,4,47659,42,3,0,13555
9237,0,1,3,72461,24,1,30000,5,28808,30,8,1,6325
9238,1,1,1,98175,0,0,177795,6,3000,35,9,1,2638
9239,0,1,4,36735,0,0,68821,0,3000,22,2,1,1410
9240,0,1,4,28000,0,0,75060,1,69858,34,2,2,1205
9241,1,1,4,71437,0,0,30000,4,49092,25,4,2,4718
9242,1,0,2,102714,6,0,112192,5,32230,40,5,1,206
9243,0,0,2,73322,3,0,73052,5,33117,30,1,1,28712
9244,1,1,4,28000,3,0,76976,3,3000,41,8,1,2827
9245,1,0,3,33474,3,0,131278,10,3000,30,7,1,2465
9246,1,1,4,28000,3,0,46868,3,23759,20,7,2,15929
9247,1,0,5,28000,0,1,93128,5,64270,36,2,2,3548
9248,0,1,4,29218,12,0,161429,7,53461,27,2,0,40000
9249,1,0,1,28000,3,0,52358,5,3000,28,1,1,14802
9250,0,1,3,78967,9,0,146825,3,42736,41,10,0,283
9251,0,0,2,28000,9,0,125356,4,20168,28,7,1,13915
9252,0,0,4,48581,24,0,206896,0,7749,29,3,0,14529
9253,0,1,4,110831,0,0,133702,8,46755,38,7,0,4680
9254,1,1,1,56109,3,0,30000,2,31902,38,7,1,19675
9255,1,0,2,28000,0,0,129076,5,52747,28,10,1,1143
9256,1,1,4,28000,0,0,83446,7,39356,27,2,0,1038
9257,1,1,1,64503,12,1,180485,0,71330,36,9,0,2135
9258,1,1,1,30008,24,0,168166,0,11935,35,7,0,8041
9259,1,1,4,40682,0,0,158754,3,15305,31,1,0,4995
9260,1,0,4,28000,24,0,44576,4,44223,32,2,0,1457
9261,0,0,4,100221,12,0,134089,2,3000,25,2,0,2295
9262,1,1,4,28000,36,1,33172,1,26564,25,3,2,15466
9263,1,0,4,150512,36,0,30000,7,20056,31,4,1,13368
9264,1,0,3,94516,12,0,117123,7,50141,40,9,0,19144
9265,0,1,4,35862,3,1,61390,6,6240,23,10,1,5329
9266,1,1,4,111880,18,0,30000,6,3000,33,8,0,10312
9267,0,1,3,57717,0,1,71342,10,41343,23,7,1,8235
9268,0,1,5,28000,0,0,107451,10,39299,36,3,0,1910
9269,0,1,3,75285,6,0,46397,8,3000,34,10,0,2193
9270,1,0,4,43556,0,0,77123,5,34846,31,10,0,3907
9271,1,0,4,84519,3,0,88395,6,3000,24,6,0,37408
9272,0,0,1,138460,0,0,59489,4,28523,29,1,2,3611
9273,1,0,2,87299,12,0,64394,7,31451,35,3,1,9937
9274,0,0,4,95491,0,0,182172,8,52030,32,3,0,6020
9275,1,1,4,149271,0,0,144869,3,68105,30,6,1,7911
9276,1,0,3,43660,48,0,30000,2,44550,32,2,1,26625
9277,1,1,4,28000,9,2,82198,0,55244,23,8,2,4911
9278,0,1,4,112045,0,0,117671,4,34641,31,9,0,18885
9279,1,1,4,28000,3,0,30000,1,3000,35,5,1,11117
9280,0,1,5,28000,0,1,157627,8,86834,29,10,1,4968
9281,1,1,4,28000,0,0,188753,3,3000,23,10,1,10166
9282,0,1,4,58193,3,0,88337,8,43618,38,8,0,2361
9283,0,1,1,28000,18,0,30000,3,41819,27,6,1,13072
9284,1,1,3,28000,0,0,30000,2,8155,31,2,2,4658
9285,0,1,1,79478,0,0,30000,3,3000,30,9,0,2601
9286,1,1,4,50862,48,0,30000,5,20735,32,1,1,16288
9287,0,1,4,78234,3,0,196139,2,16145,27,8,1,6843
9288,0,1,4,177721,36,0,76557,5,52662,36,3,0,122
9289,1,1,4,88104,36,0,178511,7,3000,27,3,0,2524
9290,0,1,3,181984,9,0,99282,7,73344,25,1,2,4478
9291,0,1,3,28000,0,1,30000,4,3000,30,3,0,8266
9292,0,1,4,172072,0,0,169532,7,37839,22,7,1,8832
9293,1,1,1,45941,0,0,209453,3,69630,33,5,1,21949
9294,0,1,2,28000,6,0,44460,10,7343,25,5,1,1477
9295,0,0,2,28000,3,0,112216,7,55075,35,1,1,2718
9296,1,1,4,71036,0,0,129281,2,67924,35,7,0,10560
9297,1,1,3,93670,0,0,155083,4,24763,28,10,0,866
9298,0,1,2,36540,0,1,30000,7,28064,34,9,0,2616
9299,0,1,4,28000,24,0,69805,3,62304,22,1,0,5713
9300,1,1,4,109096,0,0,70754,9,5552,36,7,1,2554
9301,0,1,2,28000,3,0,82629,6,14708,42,8,2,7574
9302,0,0,2,90827,3,0,129529,5,51106,27,3,1,397
9303,0,1,4,28000,3,0,95800,6,3000,37,9,0,6759
9304,0,0,4,59127,24,0,48329,0,6799,35,5,1,6258
9305,1,0,4,28000,0,0,30055,6,19772,27,8,0,20949
9306,1,0,3,31356,0,0,194250,9,31398,33,9,1,6536
9307,0,1,2,40425,48,0,30000,10,3000,35,8,3,1963
9308,0,1,4,36449,9,0,32651,3,24576,28,7,1,1798
9309,0,1,3,29786,24,1,30000,8,47694,34,4,0,8535
9310,1,1,3,69704,0,1,35338,3,6714,24,9,1,8705
9311,0,1,3,28000,12,0,30000,6,18170,42,2,0,5050
9312,1,1,1,28000,3,0,54047,0,3000,21,6,1,1106
9313,1,1,3,28000,6,0,30000,3,44639,38,9,0,3628
9314,0,1,4,28000,0,0,30000,5,32817,39,8,0,997
9315,0,1,2,161343,36,1,140194,2,3000,28,1,0,744
9316,1,1,4,28000,9,0,207486,4,6368,20,9,0,6695
9317,0,1,3,38161,9,0,30000,4,8088,23,6,0,5919
9318,1,1,1,28000,6,0,79871,10,29190,27,6,3,1266
9319,0,1,3,28000,0,2,30000,4,47805,35,9,2,2784
9320,1,1,5,34332,24,0,101260,3,24168,34,4,0,5484
9321,1,1,4,28000,12,0,108487,10,19886,32,6,1,17655
9322,1,1,3,142968,24,0,30000,10,52964,29,2,1,5085
9323,0,1,4,111097,48,1,92563,1,3000,38,7,0,12322
9324,0,1,4,28335,3,0,178678,6,16506,44,3,0,7917
9325,1,1,4,28000,0,0,72624,7,3000,30,9,3,321
9326,1,1,1,28000,18,0,172553,6,24059,35,6,0,564
9327,1,1,4,28000,3,0,30000,2,7112,25,1,3,25404
9328,0,1,5,28000,18,0,75777,9,21728,32,7,1,3753
9329,0,0,2,134793,0,0,139642,0,74028,34,7,0,25191
9330,0,1,4,69383,0,0,110339,0,16041,33,6,1,12656
9331,0,1,4,28000,3,0,53472,9,60665,24,2,1,4097
9332,0,1,3,97819,3,1,62014,2,34879,35,1,0,40000
9333,0,0,4,74761,36,0,52689,0,52636,37,10,2,244
9334,1,0,4,68523,0,1,30000,9,3000,31,8,1,9094
9335,0,1,2,28000,9,0,194422,5,49040,38,9,0,946
9336,1,1,4,28000,24,2,129748,5,4347,39,4,1,724
9337,0,1,5,95908,3,0,41720,6,3000,21,2,0,14787
9338,0,1,1,50268,24,0,75850,5,3000,40,5,0,14567
9339,1,0,5,58639,6,0,146091,4,45078,23,9,0,9829
9340,0,1,4,46901,0,0,55009,2,3000,40,9,2,3999
9341,1,1,5,71958,0,0,155074,3,83263,29,6,1,2865
9342,0,1,4,100169,3,1,72046,3,73023,22,5,1,1529
9343,0,1,1,142575,0,0,102436,4,50107,36,6,2,2087
9344,1,1,4,28000,9,0,126871,0,29229,27,5,1,3139
9345,0,0,1,105183,12,0,104729,2,39572,29,10,2,2588
9346,1,1,3,28000,24,0,122484,10,54184,24,3,0,12767
9347,1,1,5,57629,3,0,63174,2,20947,30,8,0,3096
9348,1,1,2,38422,9,1,30000,0,45928,23,5,0,4364
9349,0,1,4,189237,6,0,30000,2,71957,21,8,1,24505
9350,1,0,3,141587,24,0,131280,6,26103,29,2,2,3550
9351,0,1,4,68994,3,0,52844,0,62732,35,2,0,7653
9352,1,1,4,49041,3,0,70380,7,15146,43,3,0,2768
9353,0,1,1,28000,3,0,213209,4,34379,45,7,1,5874
9354,0,1,5,98674,3,1,106674,4,96470,35,9,0,349
9355,0,1,4,28000,0,0,115932,7,73446,27,4,2,1758
9356,1,1,4,28000,48,0,36101,3,9816,36,1,1,1801
9357,0,1,4,93056,9,0,131152,1,5395,23,8,0,6190
9358,1,1,5,116215,0,1,30000,8,24065,38,9,0,30602
9359,0,1,1,154042,24,2,30000,7,67137,24,7,0,3861
9360,1,1,4,86728,24,0,110051,8,28153,33,7,1,3300
9361,1,1,4,28000,6,0,126492,4,3000,39,1,1,8122
9362,0,1,4,78287,3,1,30000,6,35393,27,6,1,11870
9363,0,1,4,35163,6,0,100574,9,53495,40,3,1,5476
9364,1,1,3,74365,24,0,106728,5,28568,29,6,0,3455
9365,0,1,3,61102,0,0,57195,2,45153,37,8,0,17145
9366,0,1,4,28000,6,0,30000,2,3000,42,3,0,40000
9367,1,1,4,41210,3,0,30000,10,4916,33,1,0,15055
9368,0,1,4,53266,3,0,79671,3,30972,31,10,1,10094
9369,1,1,3,81864,0,0,30000,6,29218,29,2,0,5502
9370,0,1,4,67010,9,0,101841,0,26623,38,10,1,21
9371,1,1,5,28000,6,0,51859,1,66024,37,9,1,6885
9372,1,1,4,68501,9,0,30000,6,53930,25,1,0,4745
9373,0,1,2,79170,48,0,30000,10,30744,42,6,2,3349
9374,0,0,5,28000,6,0,102555,0,27319,44,2,3,5548
9375,1,1,2,65800,0,0,133254,10,3000,31,7,1,5925
9376,1,1,4,95636,6,0,101419,7,61067,30,4,2,3347
9377,1,1,1,105752,6,0,132075,3,26772,33,6,1,1929
